id,name,created_at,updated_at
1,新品、未使用,2019-02-06 7:01:53,2019-02-06 7:01:53
2,未使用に近い,2019-02-07 7:01:53,2019-02-07 7:01:53
3,目立った傷や汚れなし,2019-02-08 7:01:53,2019-02-08 7:01:53
4,やや傷や汚れなし,2019-02-09 7:01:53,2019-02-09 7:01:53
5,傷や汚れあり,2019-02-10 7:01:53,2019-02-10 7:01:53
6,全体的に状態が悪い,2019-02-11 7:01:53,2019-02-11 7:01:53
